ID,Text
3024,Ukrainian armed forces wearing Russian military uniforms were spotted on the contact line between Ukraine and the occupied eastern Donbas territories. Ukrainian provocations may be planned to serve as an information campaign directed against the LPR and the Russian Federation.
3025,"In 1990, the president of the Soviet Union, Mikhail Gorbachev, was assured by the US government that NATO would not expand to the East."
3026,"Rich people from Western countries can buy the right to kill civilians in Donbas, this ""safari"" is provided by the Ukrainian army."
3027,EU political elites (liberals and neo-marxists) want to bring as much migrants as possible to the EU in order to destroy European culture. Migrants are the instrument for their plan.
3028,Crimea itself decided its fate.
3029,"Since the Orange Revolution, Ukraine has been creating provocations against Russia, eg the poisoning of the third president of Ukraine Viktor Yushchenko was part of these provocations. In reality, Yushchenko was poisoned by cosmetic procedures."
3030,"War preparations of fascists against Russia are clearly visible today, just as they were clearly visible in 1940. The US-led NATO is bringing its forces close to the Russian border. Romania, Poland, Ukraine, Estonia, Latvia, Turkey, Greece and Japan are not US neighbours, yet they are full of the fascist US-forces and its allies. The US's goals are the same Hitler's Germany had, namely world domination over the peoples of the Earth with its economic and military might."
3031,"The US Navy has started to transport migrants to Europe. This comes after the Italian government decided not to allow civil society organisation's ships to dock at Italian ports. NGOs hope that the Italian government will allow the US Navy's ship to dock. Subsequently, the US Navy would continue transporting migrants to European shores."
3032,"The Ukrainian military is cursing the Ukrainian leadership. They said that they were ready for an offensive, but then had to put down their arms right after this statement was made. So [Putin's] warning … for Ukraine has worked."
3033,"George Soros involvement in Ukraine is well known, his name is linked to the Orange Revolution and regime changes in this country. Like in Georgia. George Soros himself acknowledged, in an interview with CNN, that he actively contributed to the overthrow of former Ukrainian President Viktor Yanukovych in 2014. “I created a foundation in Ukraine before it became independent from Russia. The foundation has functioned since then and has played an important role in current events,” explains the financier."
3034,"[Secretary of the Ukrainian National Security Council urges people to donate blood for the Ukrainian military] What is this call for a mass blood donation campaign if there are no major hostilities? If we believe OSCE reports, there are no hostilities. It is not clear. There is an impression that there are some preparations for war.

--

Ukraine has brought a huge amount of hardware and personnel to the delineation line. This amount is enough to raze Donetsk and its environs to the ground.

--

The reports about alleged Ukrainian preparations for an offensive in Donbass are linked to the World Cup."
3035,"The SBU or Ukranian military intelligence can commit an act of chemical terrorism in Donbas, in order to blame the separatists for this and escalate the conflict. "
3036,"Ukraine participates in the investigation, despite the fact that Kiev violated international rules and did not close the airspace over the territory where the fighting took place."
3037,"While Latvia is desperately trying to get through economic and social stagnation, the Latvian Defense Ministry is intensively increasing military expenditure to please NATO. In addition, these assets are being constantly squandered by the Latvian political and military leadership.

...

“We [Latvia] have a negative trade balance. We [Latvia] alone are not able to maintain our defense capabilities, although we [Latvia] are spending 6.4% of the GDP to satisfy military needs.”"
